year,state,county,candidate,party,votes
2008,Kentucky,Boyd,John McCain,REP,11430
2008,Kentucky,Boyd,Other,Other,354
2008,Kentucky,Boyle,Barack Obama,DEM,4769
2008,Kentucky,Boyle,John McCain,REP,7701
2008,Kentucky,Boyle,Other,Other,165
2008,Kentucky,Bracken,Barack Obama,DEM,1241
2008,Kentucky,Bracken,John McCain,REP,2066
2008,Kentucky,Bracken,Other,Other,92
2008,Kentucky,Breathitt,Barack Obama,DEM,2205
2008,Kentucky,Breathitt,John McCain,REP,2671
2008,Kentucky,Breathitt,Other,Other,154
2008,Kentucky,Breckinridge,Barack Obama,DEM,3110
2008,Kentucky,Breckinridge,John McCain,REP,5281
2008,Kentucky,Breckinridge,Other,Other,131
2008,Kentucky,Bullitt,Barack Obama,DEM,10177
2008,Kentucky,Bullitt,John McCain,REP,20102
2008,Kentucky,Bullitt,Other,Other,447
2008,Kentucky,Butler,Barack Obama,DEM,1555
2008,Kentucky,Butler,John McCain,REP,3696
2008,Kentucky,Butler,Other,Other,56
2008,Kentucky,Caldwell,Barack Obama,DEM,2212
2008,Kentucky,Caldwell,John McCain,REP,3866
2008,Kentucky,Caldwell,Other,Other,121
2008,Kentucky,Calloway,Barack Obama,DEM,6165
2008,Kentucky,Calloway,John McCain,REP,8991
2008,Kentucky,Calloway,Other,Other,248
2008,Kentucky,Campbell,Barack Obama,DEM,15622
2008,Kentucky,Campbell,John McCain,REP,24046
2008,Kentucky,Campbell,Other,Other,629
2008,Kentucky,Carlisle,Barack Obama,DEM,879
2008,Kentucky,Carlisle,John McCain,REP,1699
2008,Kentucky,Carlisle,Other,Other,39
2008,Kentucky,Carroll,Barack Obama,DEM,1716
2008,Kentucky,Carroll,John McCain,REP,2032
2008,Kentucky,Carroll,Other,Other,87
2008,Kentucky,Carter,Barack Obama,DEM,4316
2008,Kentucky,Carter,John McCain,REP,5252
2008,Kentucky,Carter,Other,Other,245
2008,Kentucky,Casey,Barack Obama,DEM,1219
2008,Kentucky,Casey,John McCain,REP,4679
2008,Kentucky,Casey,Other,Other,59
2008,Kentucky,Christian,Barack Obama,DEM,8880
2008,Kentucky,Christian,John McCain,REP,13699
2008,Kentucky,Christian,Other,Other,199
2008,Kentucky,Clark,Barack Obama,DEM,5749
2008,Kentucky,Clark,John McCain,REP,9664
2008,Kentucky,Clark,Other,Other,215
2008,Kentucky,Clay,Barack Obama,DEM,1552
2008,Kentucky,Clay,John McCain,REP,5710
2008,Kentucky,Clay,Other,Other,102
2008,Kentucky,Clinton,Barack Obama,DEM,761
2008,Kentucky,Clinton,John McCain,REP,3366
2008,Kentucky,Clinton,Other,Other,45
2008,Kentucky,Crittenden,Barack Obama,DEM,1254
2008,Kentucky,Crittenden,John McCain,REP,2604
2008,Kentucky,Crittenden,Other,Other,72
2008,Kentucky,Cumberland,Barack Obama,DEM,697
2008,Kentucky,Cumberland,John McCain,REP,2056
2008,Kentucky,Cumberland,Other,Other,44
2008,Kentucky,Daviess,Barack Obama,DEM,19282
2008,Kentucky,Daviess,John McCain,REP,23692
2008,Kentucky,Daviess,Other,Other,648
2008,Kentucky,Edmonson,Barack Obama,DEM,1652
2008,Kentucky,Edmonson,John McCain,REP,3562
2008,Kentucky,Edmonson,Other,Other,56
2008,Kentucky,Elliott,Barack Obama,DEM,1535
2008,Kentucky,Elliott,John McCain,REP,902
2008,Kentucky,Elliott,Other,Other,78
2008,Kentucky,Estill,Barack Obama,DEM,1555
2008,Kentucky,Estill,John McCain,REP,3685
2008,Kentucky,Estill,Other,Other,74
2008,Kentucky,Fayette,Barack Obama,DEM,66042
2008,Kentucky,Fayette,John McCain,REP,59884
2008,Kentucky,Fayette,Other,Other,1713
2008,Kentucky,Fleming,Barack Obama,DEM,2279
2008,Kentucky,Fleming,John McCain,REP,3432
2008,Kentucky,Fleming,Other,Other,121
2008,Kentucky,Floyd,Barack Obama,DEM,7530
2008,Kentucky,Floyd,John McCain,REP,7741
2008,Kentucky,Floyd,Other,Other,388
2008,Kentucky,Franklin,Barack Obama,DEM,11767
2008,Kentucky,Franklin,John McCain,REP,11911
2008,Kentucky,Franklin,Other,Other,401
2008,Kentucky,Fulton,Barack Obama,DEM,1238
2008,Kentucky,Fulton,John McCain,REP,1530
2008,Kentucky,Fulton,Other,Other,57
2008,Kentucky,Gallatin,Barack Obama,DEM,1278
2008,Kentucky,Gallatin,John McCain,REP,1840
2008,Kentucky,Gallatin,Other,Other,75
2008,Kentucky,Garrard,Barack Obama,DEM,2012
2008,Kentucky,Garrard,John McCain,REP,5118
2008,Kentucky,Garrard,Other,Other,80
2008,Kentucky,Grant,Barack Obama,DEM,3112
2008,Kentucky,Grant,John McCain,REP,5510
2008,Kentucky,Grant,Other,Other,132
2008,Kentucky,Graves,Barack Obama,DEM,5843
2008,Kentucky,Graves,John McCain,REP,10056
2008,Kentucky,Graves,Other,Other,256
2008,Kentucky,Grayson,Barack Obama,DEM,3154
2008,Kentucky,Grayson,John McCain,REP,6605
2008,Kentucky,Grayson,Other,Other,144
2008,Kentucky,Green,Barack Obama,DEM,1204
2008,Kentucky,Green,John McCain,REP,3785
2008,Kentucky,Green,Other,Other,90
2008,Kentucky,Greenup,Barack Obama,DEM,6621
2008,Kentucky,Greenup,John McCain,REP,8849
2008,Kentucky,Greenup,Other,Other,328
2008,Kentucky,Hancock,Barack Obama,DEM,2135
2008,Kentucky,Hancock,John McCain,REP,1928
2008,Kentucky,Hancock,Other,Other,81
2008,Kentucky,Hardin,Barack Obama,DEM,15650
2008,Kentucky,Hardin,John McCain,REP,23896
2008,Kentucky,Hardin,Other,Other,444
2008,Kentucky,Harlan,Barack Obama,DEM,2586
2008,Kentucky,Harlan,John McCain,REP,7165
2008,Kentucky,Harlan,Other,Other,163
2008,Kentucky,Harrison,Barack Obama,DEM,2916
2008,Kentucky,Harrison,John McCain,REP,4520
2008,Kentucky,Harrison,Other,Other,154
2008,Kentucky,Hart,Barack Obama,DEM,2290
2008,Kentucky,Hart,John McCain,REP,4397
2008,Kentucky,Hart,Other,Other,131
2008,Kentucky,Henderson,Barack Obama,DEM,10049
2008,Kentucky,Henderson,John McCain,REP,9523
2008,Kentucky,Henderson,Other,Other,289
2008,Kentucky,Henry,Barack Obama,DEM,2725
2008,Kentucky,Henry,John McCain,REP,4081
2008,Kentucky,Henry,Other,Other,113
2008,Kentucky,Hickman,Barack Obama,DEM,812
2008,Kentucky,Hickman,John McCain,REP,1406
2008,Kentucky,Hickman,Other,Other,32
2008,Kentucky,Hopkins,Barack Obama,DEM,7104
2008,Kentucky,Hopkins,John McCain,REP,11916
2008,Kentucky,Hopkins,Other,Other,328
2008,Kentucky,Jackson,Barack Obama,DEM,743
2008,Kentucky,Jackson,John McCain,REP,4407
2008,Kentucky,Jackson,Other,Other,74
2008,Kentucky,Jefferson,Barack Obama,DEM,196435
2008,Kentucky,Jefferson,John McCain,REP,153957
2008,Kentucky,Jefferson,Other,Other,3500
2008,Kentucky,Jessamine,Barack Obama,DEM,6236
2008,Kentucky,Jessamine,John McCain,REP,13711
2008,Kentucky,Jessamine,Other,Other,267
2008,Kentucky,Johnson,Barack Obama,DEM,2407
2008,Kentucky,Johnson,John McCain,REP,5948
2008,Kentucky,Johnson,Other,Other,162
2008,Kentucky,Kenton,Barack Obama,DEM,26480
2008,Kentucky,Kenton,John McCain,REP,40714
2008,Kentucky,Kenton,Other,Other,1019
2008,Kentucky,Knott,Barack Obama,DEM,2612
2008,Kentucky,Knott,John McCain,REP,3070
2008,Kentucky,Knott,Other,Other,138
2008,Kentucky,Knox,Barack Obama,DEM,3074
2008,Kentucky,Knox,John McCain,REP,8150
2008,Kentucky,Knox,Other,Other,165
2008,Kentucky,Larue,Barack Obama,DEM,1913
2008,Kentucky,Larue,John McCain,REP,4153
2008,Kentucky,Larue,Other,Other,112
2008,Kentucky,Laurel,Barack Obama,DEM,4618
2008,Kentucky,Laurel,John McCain,REP,17660
2008,Kentucky,Laurel,Other,Other,222
2008,Kentucky,Lawrence,Barack Obama,DEM,2036
2008,Kentucky,Lawrence,John McCain,REP,3503
2008,Kentucky,Lawrence,Other,Other,110
2008,Kentucky,Lee,Barack Obama,DEM,752
2008,Kentucky,Lee,John McCain,REP,1978
2008,Kentucky,Lee,Other,Other,43
2008,Kentucky,Leslie,Barack Obama,DEM,766
2008,Kentucky,Leslie,John McCain,REP,3574
2008,Kentucky,Leslie,Other,Other,57
2008,Kentucky,Letcher,Barack Obama,DEM,2623
2008,Kentucky,Letcher,John McCain,REP,5367
2008,Kentucky,Letcher,Other,Other,245
2008,Kentucky,Lewis,Barack Obama,DEM,1510
2008,Kentucky,Lewis,John McCain,REP,3213
2008,Kentucky,Lewis,Other,Other,68
2008,Kentucky,Lincoln,Barack Obama,DEM,2752
2008,Kentucky,Lincoln,John McCain,REP,6273
2008,Kentucky,Lincoln,Other,Other,126
2008,Kentucky,Livingston,Barack Obama,DEM,1622
2008,Kentucky,Livingston,John McCain,REP,2890
2008,Kentucky,Livingston,Other,Other,81
2008,Kentucky,Logan,Barack Obama,DEM,3811
2008,Kentucky,Logan,John McCain,REP,6925
2008,Kentucky,Logan,Other,Other,154
2008,Kentucky,Lyon,Barack Obama,DEM,1577
2008,Kentucky,Lyon,John McCain,REP,2220
2008,Kentucky,Lyon,Other,Other,58
2008,Kentucky,Madison,Barack Obama,DEM,12392
2008,Kentucky,Madison,John McCain,REP,19694
2008,Kentucky,Madison,Other,Other,451
2008,Kentucky,Magoffin,Barack Obama,DEM,2105
2008,Kentucky,Magoffin,John McCain,REP,2434
2008,Kentucky,Magoffin,Other,Other,112
2008,Kentucky,Marion,Barack Obama,DEM,3596
2008,Kentucky,Marion,John McCain,REP,3842
2008,Kentucky,Marion,Other,Other,177
2008,Kentucky,Marshall,Barack Obama,DEM,5683
2008,Kentucky,Marshall,John McCain,REP,9512
2008,Kentucky,Marshall,Other,Other,292
2008,Kentucky,Martin,Barack Obama,DEM,808
2008,Kentucky,Martin,John McCain,REP,2824
2008,Kentucky,Martin,Other,Other,60
2008,Kentucky,Mason,Barack Obama,DEM,2891
2008,Kentucky,Mason,John McCain,REP,4102
2008,Kentucky,Mason,Other,Other,128
2008,Kentucky,McCracken,Barack Obama,DEM,11285
2008,Kentucky,McCracken,John McCain,REP,19043
2008,Kentucky,McCracken,Other,Other,426
2008,Kentucky,McCreary,Barack Obama,DEM,1258
2008,Kentucky,McCreary,John McCain,REP,4078
2008,Kentucky,McCreary,Other,Other,71
2008,Kentucky,McLean,Barack Obama,DEM,1963
2008,Kentucky,McLean,John McCain,REP,2386
2008,Kentucky,McLean,Other,Other,73
2008,Kentucky,Meade,Barack Obama,DEM,4343
2008,Kentucky,Meade,John McCain,REP,6691
2008,Kentucky,Meade,Other,Other,172
2008,Kentucky,Menifee,Barack Obama,DEM,1276
2008,Kentucky,Menifee,John McCain,REP,1155
2008,Kentucky,Menifee,Other,Other,58
2008,Kentucky,Mercer,Barack Obama,DEM,3159
2008,Kentucky,Mercer,John McCain,REP,6781
2008,Kentucky,Mercer,Other,Other,120
2008,Kentucky,Metcalfe,Barack Obama,DEM,1350
2008,Kentucky,Metcalfe,John McCain,REP,2734
2008,Kentucky,Metcalfe,Other,Other,115
2008,Kentucky,Monroe,Barack Obama,DEM,1067
2008,Kentucky,Monroe,John McCain,REP,3537
2008,Kentucky,Monroe,Other,Other,61
2008,Kentucky,Montgomery,Barack Obama,DEM,4234
2008,Kentucky,Montgomery,John McCain,REP,5947
2008,Kentucky,Montgomery,Other,Other,150
2008,Kentucky,Morgan,Barack Obama,DEM,1879
2008,Kentucky,Morgan,John McCain,REP,2396
2008,Kentucky,Morgan,Other,Other,104
2008,Kentucky,Muhlenberg,Barack Obama,DEM,6221
2008,Kentucky,Muhlenberg,John McCain,REP,6447
2008,Kentucky,Muhlenberg,Other,Other,221
2008,Kentucky,Nelson,Barack Obama,DEM,7654
2008,Kentucky,Nelson,John McCain,REP,10139
2008,Kentucky,Nelson,Other,Other,353
2008,Kentucky,Nicholas,Barack Obama,DEM,1272
2008,Kentucky,Nicholas,John McCain,REP,1634
2008,Kentucky,Nicholas,Other,Other,64
2008,Kentucky,Ohio,Barack Obama,DEM,4059
2008,Kentucky,Ohio,John McCain,REP,5687
2008,Kentucky,Ohio,Other,Other,192
2008,Kentucky,Oldham,Barack Obama,DEM,10000
2008,Kentucky,Oldham,John McCain,REP,18997
2008,Kentucky,Oldham,Other,Other,319
2008,Kentucky,Owen,Barack Obama,DEM,1694
2008,Kentucky,Owen,John McCain,REP,2969
2008,Kentucky,Owen,Other,Other,88
2008,Kentucky,Owsley,Barack Obama,DEM,381
2008,Kentucky,Owsley,John McCain,REP,1279
2008,Kentucky,Owsley,Other,Other,26
2008,Kentucky,Pendleton,Barack Obama,DEM,2027
2008,Kentucky,Pendleton,John McCain,REP,3676
2008,Kentucky,Pendleton,Other,Other,99
2008,Kentucky,Perry,Barack Obama,DEM,3444
2008,Kentucky,Perry,John McCain,REP,6762
2008,Kentucky,Perry,Other,Other,169
2008,Kentucky,Pike,Barack Obama,DEM,9525
2008,Kentucky,Pike,John McCain,REP,12655
2008,Kentucky,Pike,Other,Other,463
2008,Kentucky,Powell,Barack Obama,DEM,2065
2008,Kentucky,Powell,John McCain,REP,2837
2008,Kentucky,Powell,Other,Other,70
2008,Kentucky,Pulaski,Barack Obama,DEM,5590
2008,Kentucky,Pulaski,John McCain,REP,19862
2008,Kentucky,Pulaski,Other,Other,314
2008,Kentucky,Robertson,Barack Obama,DEM,451
2008,Kentucky,Robertson,John McCain,REP,533
2008,Kentucky,Robertson,Other,Other,31
2008,Kentucky,Rockcastle,Barack Obama,DEM,1410
2008,Kentucky,Rockcastle,John McCain,REP,4757
2008,Kentucky,Rockcastle,Other,Other,107
2008,Kentucky,Rowan,Barack Obama,DEM,4074
2008,Kentucky,Rowan,John McCain,REP,3907
2008,Kentucky,Rowan,Other,Other,173
2008,Kentucky,Russell,Barack Obama,DEM,1569
2008,Kentucky,Russell,John McCain,REP,5779
2008,Kentucky,Russell,Other,Other,127
2008,Kentucky,Scott,Barack Obama,DEM,7712
2008,Kentucky,Scott,John McCain,REP,11782
2008,Kentucky,Scott,Other,Other,236
2008,Kentucky,Shelby,Barack Obama,DEM,6871
2008,Kentucky,Shelby,John McCain,REP,11451
2008,Kentucky,Shelby,Other,Other,218
2008,Kentucky,Simpson,Barack Obama,DEM,2775
2008,Kentucky,Simpson,John McCain,REP,4437
2008,Kentucky,Simpson,Other,Other,97
2008,Kentucky,Spencer,Barack Obama,DEM,2519
2008,Kentucky,Spencer,John McCain,REP,5378
2008,Kentucky,Spencer,Other,Other,152
2008,Kentucky,Taylor,Barack Obama,DEM,3165
2008,Kentucky,Taylor,John McCain,REP,7568
2008,Kentucky,Taylor,Other,Other,127
2008,Kentucky,Todd,Barack Obama,DEM,1543
2008,Kentucky,Todd,John McCain,REP,3336
2008,Kentucky,Todd,Other,Other,62
2008,Kentucky,Trigg,Barack Obama,DEM,2246
2008,Kentucky,Trigg,John McCain,REP,4189
2008,Kentucky,Trigg,Other,Other,92
2008,Kentucky,Trimble,Barack Obama,DEM,1484
2008,Kentucky,Trimble,John McCain,REP,2239
2008,Kentucky,Trimble,Other,Other,89
2008,Kentucky,Union,Barack Obama,DEM,2804
2008,Kentucky,Union,John McCain,REP,3120
2008,Kentucky,Union,Other,Other,110
2008,Kentucky,Warren,Barack Obama,DEM,17669
2008,Kentucky,Warren,John McCain,REP,25993
2008,Kentucky,Warren,Other,Other,483
2008,Kentucky,Washington,Barack Obama,DEM,1890
2008,Kentucky,Washington,John McCain,REP,3305
2008,Kentucky,Washington,Other,Other,80
2008,Kentucky,Wayne,Barack Obama,DEM,2201
2008,Kentucky,Wayne,John McCain,REP,4868
2008,Kentucky,Wayne,Other,Other,127
2008,Kentucky,Webster,Barack Obama,DEM,2390
2008,Kentucky,Webster,John McCain,REP,3037
2008,Kentucky,Webster,Other,Other,113
2008,Kentucky,Whitley,Barack Obama,DEM,3484
2008,Kentucky,Whitley,John McCain,REP,10015
2008,Kentucky,Whitley,Other,Other,205
2008,Kentucky,Wolfe,Barack Obama,DEM,1493
2008,Kentucky,Wolfe,John McCain,REP,1408
2008,Kentucky,Wolfe,Other,Other,67
2008,Kentucky,Woodford,Barack Obama,DEM,5027
2008,Kentucky,Woodford,John McCain,REP,7130
2008,Kentucky,Woodford,Other,Other,140
2008,Louisiana,Acadia,Barack Obama,DEM,7028
2008,Louisiana,Acadia,John McCain,REP,19228
2008,Louisiana,Acadia,Other,Other,454
2008,Louisiana,Allen,Barack Obama,DEM,2891
2008,Louisiana,Allen,John McCain,REP,6333
2008,Louisiana,Allen,Other,Other,243
2008,Louisiana,Ascension,Barack Obama,DEM,14625
2008,Louisiana,Ascension,John McCain,REP,31239
2008,Louisiana,Ascension,Other,Other,707
2008,Louisiana,Assumption,Barack Obama,DEM,4756
2008,Louisiana,Assumption,John McCain,REP,5981
2008,Louisiana,Assumption,Other,Other,223
2008,Louisiana,Avoyelles,Barack Obama,DEM,6327
2008,Louisiana,Avoyelles,John McCain,REP,10236
2008,Louisiana,Avoyelles,Other,Other,375
2008,Louisiana,Beauregard,Barack Obama,DEM,3071
2008,Louisiana,Beauregard,John McCain,REP,10718
2008,Louisiana,Beauregard,Other,Other,285
2008,Louisiana,Bienville,Barack Obama,DEM,3589
2008,Louisiana,Bienville,John McCain,REP,3776
2008,Louisiana,Bienville,Other,Other,65
2008,Louisiana,Bossier,Barack Obama,DEM,12701
2008,Louisiana,Bossier,John McCain,REP,32706
2008,Louisiana,Bossier,Other,Other,419
2008,Louisiana,Caddo,Barack Obama,DEM,55220
2008,Louisiana,Caddo,John McCain,REP,52105
2008,Louisiana,Caddo,Other,Other,895
2008,Louisiana,Calcasieu,Barack Obama,DEM,30244
2008,Louisiana,Calcasieu,John McCain,REP,50449
2008,Louisiana,Calcasieu,Other,Other,1438
2008,Louisiana,Caldwell,Barack Obama,DEM,1118
2008,Louisiana,Caldwell,John McCain,REP,3696
2008,Louisiana,Caldwell,Other,Other,79
2008,Louisiana,Cameron,Barack Obama,DEM,613
2008,Louisiana,Cameron,John McCain,REP,3089
2008,Louisiana,Cameron,Other,Other,95
2008,Louisiana,Catahoula,Barack Obama,DEM,1659
2008,Louisiana,Catahoula,John McCain,REP,3486
2008,Louisiana,Catahoula,Other,Other,80
2008,Louisiana,Claiborne,Barack Obama,DEM,3025
2008,Louisiana,Claiborne,John McCain,REP,3750
2008,Louisiana,Claiborne,Other,Other,66
2008,Louisiana,Concordia,Barack Obama,DEM,3766
2008,Louisiana,Concordia,John McCain,REP,5668
2008,Louisiana,Concordia,Other,Other,93
2008,Louisiana,De Soto,Barack Obama,DEM,5242
2008,Louisiana,De Soto,John McCain,REP,6883
2008,Louisiana,De Soto,Other,Other,132
2008,Louisiana,East Baton Rouge,Barack Obama,DEM,99652
2008,Louisiana,East Baton Rouge,John McCain,REP,95390
2008,Louisiana,East Baton Rouge,Other,Other,2307
2008,Louisiana,East Carroll,Barack Obama,DEM,2267
2008,Louisiana,East Carroll,John McCain,REP,1254
2008,Louisiana,East Carroll,Other,Other,38
2008,Louisiana,East Feliciana,Barack Obama,DEM,4383
2008,Louisiana,East Feliciana,John McCain,REP,5432
2008,Louisiana,East Feliciana,Other,Other,132
2008,Louisiana,Evangeline,Barack Obama,DEM,5853
2008,Louisiana,Evangeline,John McCain,REP,9793
2008,Louisiana,Evangeline,Other,Other,330
2008,Louisiana,Franklin,Barack Obama,DEM,2959
2008,Louisiana,Franklin,John McCain,REP,6278
2008,Louisiana,Franklin,Other,Other,119
2008,Louisiana,Grant,Barack Obama,DEM,1474
2008,Louisiana,Grant,John McCain,REP,6906
2008,Louisiana,Grant,Other,Other,177
2008,Louisiana,Iberia,Barack Obama,DEM,12492
2008,Louisiana,Iberia,John McCain,REP,20127
2008,Louisiana,Iberia,Other,Other,549
2008,Louisiana,Iberville,Barack Obama,DEM,9023
2008,Louisiana,Iberville,John McCain,REP,7185
2008,Louisiana,Iberville,Other,Other,213
2008,Louisiana,Jackson,Barack Obama,DEM,2456
2008,Louisiana,Jackson,John McCain,REP,5190
2008,Louisiana,Jackson,Other,Other,90
2008,Louisiana,Jefferson,Barack Obama,DEM,65096
2008,Louisiana,Jefferson,John McCain,REP,113191
2008,Louisiana,Jefferson,Other,Other,2833
2008,Louisiana,Jefferson Davis,Barack Obama,DEM,3923
2008,Louisiana,Jefferson Davis,John McCain,REP,9278
2008,Louisiana,Jefferson Davis,Other,Other,300
2008,Louisiana,La Salle,Barack Obama,DEM,860
2008,Louisiana,La Salle,John McCain,REP,5602
2008,Louisiana,La Salle,Other,Other,91
2008,Louisiana,Lafayette,Barack Obama,DEM,32145
2008,Louisiana,Lafayette,John McCain,REP,62055
2008,Louisiana,Lafayette,Other,Other,1442
2008,Louisiana,Lafourche,Barack Obama,DEM,9662
2008,Louisiana,Lafourche,John McCain,REP,27089
2008,Louisiana,Lafourche,Other,Other,1142
2008,Louisiana,Lincoln,Barack Obama,DEM,8267
2008,Louisiana,Lincoln,John McCain,REP,10676
2008,Louisiana,Lincoln,Other,Other,207
2008,Louisiana,Livingston,Barack Obama,DEM,6681
2008,Louisiana,Livingston,John McCain,REP,43269
2008,Louisiana,Livingston,Other,Other,942
2008,Louisiana,Madison,Barack Obama,DEM,3100
2008,Louisiana,Madison,John McCain,REP,2152
2008,Louisiana,Madison,Other,Other,48
2008,Louisiana,Morehouse,Barack Obama,DEM,5792
2008,Louisiana,Morehouse,John McCain,REP,7258
2008,Louisiana,Morehouse,Other,Other,150
2008,Louisiana,Natchitoches,Barack Obama,DEM,7801
2008,Louisiana,Natchitoches,John McCain,REP,9054
2008,Louisiana,Natchitoches,Other,Other,212
2008,Louisiana,Orleans,Barack Obama,DEM,116042
2008,Louisiana,Orleans,John McCain,REP,28041
2008,Louisiana,Orleans,Other,Other,2204
2008,Louisiana,Ouachita,Barack Obama,DEM,24813
2008,Louisiana,Ouachita,John McCain,REP,41741
2008,Louisiana,Ouachita,Other,Other,690
2008,Louisiana,Plaquemines,Barack Obama,DEM,3380
2008,Louisiana,Plaquemines,John McCain,REP,6894
2008,Louisiana,Plaquemines,Other,Other,175
2008,Louisiana,Pointe Coupee,Barack Obama,DEM,5516
2008,Louisiana,Pointe Coupee,John McCain,REP,6702
2008,Louisiana,Pointe Coupee,Other,Other,217
2008,Louisiana,Rapides,Barack Obama,DEM,20127
2008,Louisiana,Rapides,John McCain,REP,36611
2008,Louisiana,Rapides,Other,Other,783
2008,Louisiana,Red River,Barack Obama,DEM,2080
2008,Louisiana,Red River,John McCain,REP,2484
2008,Louisiana,Red River,Other,Other,65
2008,Louisiana,Richland,Barack Obama,DEM,3311
2008,Louisiana,Richland,John McCain,REP,5751
2008,Louisiana,Richland,Other,Other,119
2008,Louisiana,Sabine,Barack Obama,DEM,2245
2008,Louisiana,Sabine,John McCain,REP,7226
2008,Louisiana,Sabine,Other,Other,181
2008,Louisiana,St. Bernard,Barack Obama,DEM,3491
2008,Louisiana,St. Bernard,John McCain,REP,9642
2008,Louisiana,St. Bernard,Other,Other,407
2008,Louisiana,St. Charles,Barack Obama,DEM,8522
2008,Louisiana,St. Charles,John McCain,REP,16457
2008,Louisiana,St. Charles,Other,Other,418
2008,Louisiana,St. Helena,Barack Obama,DEM,3567
2008,Louisiana,St. Helena,John McCain,REP,2522
2008,Louisiana,St. Helena,Other,Other,95
2008,Louisiana,St. James,Barack Obama,DEM,6994
2008,Louisiana,St. James,John McCain,REP,5432
2008,Louisiana,St. James,Other,Other,138
2008,Louisiana,St. John the Baptist,Barack Obama,DEM,12424
2008,Louisiana,St. John the Baptist,John McCain,REP,8912
2008,Louisiana,St. John the Baptist,Other,Other,320
2008,Louisiana,St. Landry,Barack Obama,DEM,20268
2008,Louisiana,St. Landry,John McCain,REP,21650
2008,Louisiana,St. Landry,Other,Other,575
2008,Louisiana,St. Martin,Barack Obama,DEM,9419
2008,Louisiana,St. Martin,John McCain,REP,14443
2008,Louisiana,St. Martin,Other,Other,390
2008,Louisiana,St. Mary,Barack Obama,DEM,9345
2008,Louisiana,St. Mary,John McCain,REP,13183
2008,Louisiana,St. Mary,Other,Other,375
2008,Louisiana,St. Tammany,Barack Obama,DEM,24589
2008,Louisiana,St. Tammany,John McCain,REP,83047
2008,Louisiana,St. Tammany,Other,Other,1867
2008,Louisiana,Tangipahoa,Barack Obama,DEM,16438
2008,Louisiana,Tangipahoa,John McCain,REP,31434
2008,Louisiana,Tangipahoa,Other,Other,730
2008,Louisiana,Tensas,Barack Obama,DEM,1646
2008,Louisiana,Tensas,John McCain,REP,1367
2008,Louisiana,Tensas,Other,Other,27
2008,Louisiana,Terrebonne,Barack Obama,DEM,11579
2008,Louisiana,Terrebonne,John McCain,REP,28208
2008,Louisiana,Terrebonne,Other,Other,905
2008,Louisiana,Union,Barack Obama,DEM,3103
2008,Louisiana,Union,John McCain,REP,7619
2008,Louisiana,Union,Other,Other,146
2008,Louisiana,Vermilion,Barack Obama,DEM,6266
2008,Louisiana,Vermilion,John McCain,REP,18069
2008,Louisiana,Vermilion,Other,Other,498
2008,Louisiana,Vernon,Barack Obama,DEM,3534
2008,Louisiana,Vernon,John McCain,REP,11946
2008,Louisiana,Vernon,Other,Other,289
2008,Louisiana,Washington,Barack Obama,DEM,6122
2008,Louisiana,Washington,John McCain,REP,12215
2008,Louisiana,Washington,Other,Other,287
2008,Louisiana,Webster,Barack Obama,DEM,6610
2008,Louisiana,Webster,John McCain,REP,11417
2008,Louisiana,Webster,Other,Other,243
2008,Louisiana,West Baton Rouge,Barack Obama,DEM,5043
2008,Louisiana,West Baton Rouge,John McCain,REP,6654
2008,Louisiana,West Baton Rouge,Other,Other,169
2008,Louisiana,West Carroll,Barack Obama,DEM,878
2008,Louisiana,West Carroll,John McCain,REP,4045
2008,Louisiana,West Carroll,Other,Other,64
2008,Louisiana,West Feliciana,Barack Obama,DEM,2414
2008,Louisiana,West Feliciana,John McCain,REP,3149
2008,Louisiana,West Feliciana,Other,Other,55
2008,Louisiana,Winn,Barack Obama,DEM,2047
2008,Louisiana,Winn,John McCain,REP,4632
2008,Louisiana,Winn,Other,Other,93
2008,Maine,Androscoggin,Barack Obama,DEM,31017
2008,Maine,Androscoggin,John McCain,REP,22671
2008,Maine,Androscoggin,Other,Other,1162
2008,Maine,Aroostook,Barack Obama,DEM,19345
2008,Maine,Aroostook,John McCain,REP,15898
2008,Maine,Aroostook,Other,Other,751
2008,Maine,Cumberland,Barack Obama,DEM,105218
2008,Maine,Cumberland,John McCain,REP,56186
2008,Maine,Cumberland,Other,Other,2747
2008,Maine,Franklin,Barack Obama,DEM,10113
2008,Maine,Franklin,John McCain,REP,6627
2008,Maine,Franklin,Other,Other,438
2008,Maine,Hancock,Barack Obama,DEM,18895
2008,Maine,Hancock,John McCain,REP,12686
2008,Maine,Hancock,Other,Other,584
2008,Maine,Kennebec,Barack Obama,DEM,37238
2008,Maine,Kennebec,John McCain,REP,27482
2008,Maine,Kennebec,Other,Other,1266
2008,Maine,Knox,Barack Obama,DEM,13728
2008,Maine,Knox,John McCain,REP,8816
2008,Maine,Knox,Other,Other,436
2008,Maine,Lincoln,Barack Obama,DEM,11886
2008,Maine,Lincoln,John McCain,REP,9287
2008,Maine,Lincoln,Other,Other,411
2008,Maine,Maine UOCAVA,Barack Obama,DEM,NA
2008,Maine,Maine UOCAVA,John McCain,REP,NA
2008,Maine,Maine UOCAVA,Other,Other,NA
2008,Maine,Oxford,Barack Obama,DEM,17940
2008,Maine,Oxford,John McCain,REP,12863
2008,Maine,Oxford,Other,Other,847
2008,Maine,Penobscot,Barack Obama,DEM,41614
