year,state,totalvotes,county_name,party,candidate,votes
2008,WEST VIRGINIA,23607,MARION,OTHER,OTHER,488
2008,WEST VIRGINIA,14001,MARSHALL,DEMOCRAT,BARACK OBAMA,5996
2008,WEST VIRGINIA,14001,MARSHALL,REPUBLICAN,JOHN MCCAIN,7759
2008,WEST VIRGINIA,14001,MARSHALL,OTHER,OTHER,246
2008,WEST VIRGINIA,10603,MASON,DEMOCRAT,BARACK OBAMA,4484
2008,WEST VIRGINIA,10603,MASON,REPUBLICAN,JOHN MCCAIN,5853
2008,WEST VIRGINIA,10603,MASON,OTHER,OTHER,266
2008,WEST VIRGINIA,21022,MERCER,DEMOCRAT,BARACK OBAMA,7450
2008,WEST VIRGINIA,21022,MERCER,REPUBLICAN,JOHN MCCAIN,13246
2008,WEST VIRGINIA,21022,MERCER,OTHER,OTHER,326
2008,WEST VIRGINIA,11547,MINERAL,DEMOCRAT,BARACK OBAMA,3750
2008,WEST VIRGINIA,11547,MINERAL,REPUBLICAN,JOHN MCCAIN,7616
2008,WEST VIRGINIA,11547,MINERAL,OTHER,OTHER,181
2008,WEST VIRGINIA,8338,MINGO,DEMOCRAT,BARACK OBAMA,3582
2008,WEST VIRGINIA,8338,MINGO,REPUBLICAN,JOHN MCCAIN,4587
2008,WEST VIRGINIA,8338,MINGO,OTHER,OTHER,169
2008,WEST VIRGINIA,33379,MONONGALIA,DEMOCRAT,BARACK OBAMA,17060
2008,WEST VIRGINIA,33379,MONONGALIA,REPUBLICAN,JOHN MCCAIN,15775
2008,WEST VIRGINIA,33379,MONONGALIA,OTHER,OTHER,544
2008,WEST VIRGINIA,5575,MONROE,DEMOCRAT,BARACK OBAMA,2014
2008,WEST VIRGINIA,5575,MONROE,REPUBLICAN,JOHN MCCAIN,3397
2008,WEST VIRGINIA,5575,MONROE,OTHER,OTHER,164
2008,WEST VIRGINIA,7276,MORGAN,DEMOCRAT,BARACK OBAMA,2721
2008,WEST VIRGINIA,7276,MORGAN,REPUBLICAN,JOHN MCCAIN,4428
2008,WEST VIRGINIA,7276,MORGAN,OTHER,OTHER,127
2008,WEST VIRGINIA,9361,NICHOLAS,DEMOCRAT,BARACK OBAMA,4357
2008,WEST VIRGINIA,9361,NICHOLAS,REPUBLICAN,JOHN MCCAIN,4804
2008,WEST VIRGINIA,9361,NICHOLAS,OTHER,OTHER,200
2008,WEST VIRGINIA,19540,OHIO,DEMOCRAT,BARACK OBAMA,8593
2008,WEST VIRGINIA,19540,OHIO,REPUBLICAN,JOHN MCCAIN,10694
2008,WEST VIRGINIA,19540,OHIO,OTHER,OTHER,253
2008,WEST VIRGINIA,3395,PENDLETON,DEMOCRAT,BARACK OBAMA,1310
2008,WEST VIRGINIA,3395,PENDLETON,REPUBLICAN,JOHN MCCAIN,2035
2008,WEST VIRGINIA,3395,PENDLETON,OTHER,OTHER,50
2008,WEST VIRGINIA,2975,PLEASANTS,DEMOCRAT,BARACK OBAMA,1142
2008,WEST VIRGINIA,2975,PLEASANTS,REPUBLICAN,JOHN MCCAIN,1772
2008,WEST VIRGINIA,2975,PLEASANTS,OTHER,OTHER,61
2008,WEST VIRGINIA,3642,POCAHONTAS,DEMOCRAT,BARACK OBAMA,1548
2008,WEST VIRGINIA,3642,POCAHONTAS,REPUBLICAN,JOHN MCCAIN,2011
2008,WEST VIRGINIA,3642,POCAHONTAS,OTHER,OTHER,83
2008,WEST VIRGINIA,11796,PRESTON,DEMOCRAT,BARACK OBAMA,4205
2008,WEST VIRGINIA,11796,PRESTON,REPUBLICAN,JOHN MCCAIN,7325
2008,WEST VIRGINIA,11796,PRESTON,OTHER,OTHER,266
2008,WEST VIRGINIA,24780,PUTNAM,DEMOCRAT,BARACK OBAMA,9334
2008,WEST VIRGINIA,24780,PUTNAM,REPUBLICAN,JOHN MCCAIN,15162
2008,WEST VIRGINIA,24780,PUTNAM,OTHER,OTHER,284
2008,WEST VIRGINIA,28259,RALEIGH,DEMOCRAT,BARACK OBAMA,10237
2008,WEST VIRGINIA,28259,RALEIGH,REPUBLICAN,JOHN MCCAIN,17548
2008,WEST VIRGINIA,28259,RALEIGH,OTHER,OTHER,474
2008,WEST VIRGINIA,10833,RANDOLPH,DEMOCRAT,BARACK OBAMA,4539
2008,WEST VIRGINIA,10833,RANDOLPH,REPUBLICAN,JOHN MCCAIN,6060
2008,WEST VIRGINIA,10833,RANDOLPH,OTHER,OTHER,234
2008,WEST VIRGINIA,3846,RITCHIE,DEMOCRAT,BARACK OBAMA,998
2008,WEST VIRGINIA,3846,RITCHIE,REPUBLICAN,JOHN MCCAIN,2781
2008,WEST VIRGINIA,3846,RITCHIE,OTHER,OTHER,67
2008,WEST VIRGINIA,5563,ROANE,DEMOCRAT,BARACK OBAMA,2511
2008,WEST VIRGINIA,5563,ROANE,REPUBLICAN,JOHN MCCAIN,2943
2008,WEST VIRGINIA,5563,ROANE,OTHER,OTHER,109
2008,WEST VIRGINIA,5316,SUMMERS,DEMOCRAT,BARACK OBAMA,2290
2008,WEST VIRGINIA,5316,SUMMERS,REPUBLICAN,JOHN MCCAIN,2891
2008,WEST VIRGINIA,5316,SUMMERS,OTHER,OTHER,135
2008,WEST VIRGINIA,6203,TAYLOR,DEMOCRAT,BARACK OBAMA,2462
2008,WEST VIRGINIA,6203,TAYLOR,REPUBLICAN,JOHN MCCAIN,3605
2008,WEST VIRGINIA,6203,TAYLOR,OTHER,OTHER,136
2008,WEST VIRGINIA,3507,TUCKER,DEMOCRAT,BARACK OBAMA,1288
2008,WEST VIRGINIA,3507,TUCKER,REPUBLICAN,JOHN MCCAIN,2123
2008,WEST VIRGINIA,3507,TUCKER,OTHER,OTHER,96
2008,WEST VIRGINIA,3741,TYLER,DEMOCRAT,BARACK OBAMA,1241
2008,WEST VIRGINIA,3741,TYLER,REPUBLICAN,JOHN MCCAIN,2415
2008,WEST VIRGINIA,3741,TYLER,OTHER,OTHER,85
2008,WEST VIRGINIA,8971,UPSHUR,DEMOCRAT,BARACK OBAMA,2925
2008,WEST VIRGINIA,8971,UPSHUR,REPUBLICAN,JOHN MCCAIN,5911
2008,WEST VIRGINIA,8971,UPSHUR,OTHER,OTHER,135
2008,WEST VIRGINIA,15430,WAYNE,DEMOCRAT,BARACK OBAMA,6137
2008,WEST VIRGINIA,15430,WAYNE,REPUBLICAN,JOHN MCCAIN,8947
2008,WEST VIRGINIA,15430,WAYNE,OTHER,OTHER,346
2008,WEST VIRGINIA,3057,WEBSTER,DEMOCRAT,BARACK OBAMA,1552
2008,WEST VIRGINIA,3057,WEBSTER,REPUBLICAN,JOHN MCCAIN,1386
2008,WEST VIRGINIA,3057,WEBSTER,OTHER,OTHER,119
2008,WEST VIRGINIA,6454,WETZEL,DEMOCRAT,BARACK OBAMA,2942
2008,WEST VIRGINIA,6454,WETZEL,REPUBLICAN,JOHN MCCAIN,3342
2008,WEST VIRGINIA,6454,WETZEL,OTHER,OTHER,170
2008,WEST VIRGINIA,2326,WIRT,DEMOCRAT,BARACK OBAMA,782
2008,WEST VIRGINIA,2326,WIRT,REPUBLICAN,JOHN MCCAIN,1496
2008,WEST VIRGINIA,2326,WIRT,OTHER,OTHER,48
2008,WEST VIRGINIA,36002,WOOD,DEMOCRAT,BARACK OBAMA,12573
2008,WEST VIRGINIA,36002,WOOD,REPUBLICAN,JOHN MCCAIN,22896
2008,WEST VIRGINIA,36002,WOOD,OTHER,OTHER,533
2008,WEST VIRGINIA,7530,WYOMING,DEMOCRAT,BARACK OBAMA,2735
2008,WEST VIRGINIA,7530,WYOMING,REPUBLICAN,JOHN MCCAIN,4621
2008,WEST VIRGINIA,7530,WYOMING,OTHER,OTHER,174
2008,WISCONSIN,9986,ADAMS,DEMOCRAT,BARACK OBAMA,5806
2008,WISCONSIN,9986,ADAMS,REPUBLICAN,JOHN MCCAIN,3974
2008,WISCONSIN,9986,ADAMS,OTHER,OTHER,206
2008,WISCONSIN,8574,ASHLAND,DEMOCRAT,BARACK OBAMA,5818
2008,WISCONSIN,8574,ASHLAND,REPUBLICAN,JOHN MCCAIN,2634
2008,WISCONSIN,8574,ASHLAND,OTHER,OTHER,122
2008,WISCONSIN,22886,BARRON,DEMOCRAT,BARACK OBAMA,12078
2008,WISCONSIN,22886,BARRON,REPUBLICAN,JOHN MCCAIN,10457
2008,WISCONSIN,22886,BARRON,OTHER,OTHER,351
2008,WISCONSIN,9468,BAYFIELD,DEMOCRAT,BARACK OBAMA,5972
2008,WISCONSIN,9468,BAYFIELD,REPUBLICAN,JOHN MCCAIN,3365
2008,WISCONSIN,9468,BAYFIELD,OTHER,OTHER,131
2008,WISCONSIN,124754,BROWN,DEMOCRAT,BARACK OBAMA,67269
2008,WISCONSIN,124754,BROWN,REPUBLICAN,JOHN MCCAIN,55854
2008,WISCONSIN,124754,BROWN,OTHER,OTHER,1631
2008,WISCONSIN,7000,BUFFALO,DEMOCRAT,BARACK OBAMA,3949
2008,WISCONSIN,7000,BUFFALO,REPUBLICAN,JOHN MCCAIN,2923
2008,WISCONSIN,7000,BUFFALO,OTHER,OTHER,128
2008,WISCONSIN,8688,BURNETT,DEMOCRAT,BARACK OBAMA,4337
2008,WISCONSIN,8688,BURNETT,REPUBLICAN,JOHN MCCAIN,4200
2008,WISCONSIN,8688,BURNETT,OTHER,OTHER,151
2008,WISCONSIN,26474,CALUMET,DEMOCRAT,BARACK OBAMA,13295
2008,WISCONSIN,26474,CALUMET,REPUBLICAN,JOHN MCCAIN,12722
2008,WISCONSIN,26474,CALUMET,OTHER,OTHER,457
2008,WISCONSIN,30231,CHIPPEWA,DEMOCRAT,BARACK OBAMA,16239
2008,WISCONSIN,30231,CHIPPEWA,REPUBLICAN,JOHN MCCAIN,13492
2008,WISCONSIN,30231,CHIPPEWA,OTHER,OTHER,500
2008,WISCONSIN,14187,CLARK,DEMOCRAT,BARACK OBAMA,7454
2008,WISCONSIN,14187,CLARK,REPUBLICAN,JOHN MCCAIN,6383
2008,WISCONSIN,14187,CLARK,OTHER,OTHER,350
2008,WISCONSIN,29272,COLUMBIA,DEMOCRAT,BARACK OBAMA,16661
2008,WISCONSIN,29272,COLUMBIA,REPUBLICAN,JOHN MCCAIN,12193
2008,WISCONSIN,29272,COLUMBIA,OTHER,OTHER,418
2008,WISCONSIN,7981,CRAWFORD,DEMOCRAT,BARACK OBAMA,4987
2008,WISCONSIN,7981,CRAWFORD,REPUBLICAN,JOHN MCCAIN,2830
2008,WISCONSIN,7981,CRAWFORD,OTHER,OTHER,164
2008,WISCONSIN,282939,DANE,DEMOCRAT,BARACK OBAMA,205984
2008,WISCONSIN,282939,DANE,REPUBLICAN,JOHN MCCAIN,73065
2008,WISCONSIN,282939,DANE,OTHER,OTHER,3890
2008,WISCONSIN,42823,DODGE,DEMOCRAT,BARACK OBAMA,19183
2008,WISCONSIN,42823,DODGE,REPUBLICAN,JOHN MCCAIN,23015
2008,WISCONSIN,42823,DODGE,OTHER,OTHER,625
2008,WISCONSIN,17481,DOOR,DEMOCRAT,BARACK OBAMA,10142
2008,WISCONSIN,17481,DOOR,REPUBLICAN,JOHN MCCAIN,7112
2008,WISCONSIN,17481,DOOR,OTHER,OTHER,227
2008,WISCONSIN,24066,DOUGLAS,DEMOCRAT,BARACK OBAMA,15830
2008,WISCONSIN,24066,DOUGLAS,REPUBLICAN,JOHN MCCAIN,7835
2008,WISCONSIN,24066,DOUGLAS,OTHER,OTHER,401
2008,WISCONSIN,22989,DUNN,DEMOCRAT,BARACK OBAMA,13002
2008,WISCONSIN,22989,DUNN,REPUBLICAN,JOHN MCCAIN,9566
2008,WISCONSIN,22989,DUNN,OTHER,OTHER,421
2008,WISCONSIN,55010,EAU CLAIRE,DEMOCRAT,BARACK OBAMA,33146
2008,WISCONSIN,55010,EAU CLAIRE,REPUBLICAN,JOHN MCCAIN,20959
2008,WISCONSIN,55010,EAU CLAIRE,OTHER,OTHER,905
2008,WISCONSIN,2685,FLORENCE,DEMOCRAT,BARACK OBAMA,1134
2008,WISCONSIN,2685,FLORENCE,REPUBLICAN,JOHN MCCAIN,1512
2008,WISCONSIN,2685,FLORENCE,OTHER,OTHER,39
2008,WISCONSIN,52323,FOND DU LAC,DEMOCRAT,BARACK OBAMA,23463
2008,WISCONSIN,52323,FOND DU LAC,REPUBLICAN,JOHN MCCAIN,28164
2008,WISCONSIN,52323,FOND DU LAC,OTHER,OTHER,696
2008,WISCONSIN,4683,FOREST,DEMOCRAT,BARACK OBAMA,2673
2008,WISCONSIN,4683,FOREST,REPUBLICAN,JOHN MCCAIN,1963
2008,WISCONSIN,4683,FOREST,OTHER,OTHER,47
2008,WISCONSIN,24320,GRANT,DEMOCRAT,BARACK OBAMA,14875
2008,WISCONSIN,24320,GRANT,REPUBLICAN,JOHN MCCAIN,9068
2008,WISCONSIN,24320,GRANT,OTHER,OTHER,377
2008,WISCONSIN,18534,GREEN,DEMOCRAT,BARACK OBAMA,11502
2008,WISCONSIN,18534,GREEN,REPUBLICAN,JOHN MCCAIN,6730
2008,WISCONSIN,18534,GREEN,OTHER,OTHER,302
2008,WISCONSIN,9536,GREEN LAKE,DEMOCRAT,BARACK OBAMA,4000
2008,WISCONSIN,9536,GREEN LAKE,REPUBLICAN,JOHN MCCAIN,5393
2008,WISCONSIN,9536,GREEN LAKE,OTHER,OTHER,143
2008,WISCONSIN,11969,IOWA,DEMOCRAT,BARACK OBAMA,7987
2008,WISCONSIN,11969,IOWA,REPUBLICAN,JOHN MCCAIN,3829
2008,WISCONSIN,11969,IOWA,OTHER,OTHER,153
2008,WISCONSIN,3432,IRON,DEMOCRAT,BARACK OBAMA,1914
2008,WISCONSIN,3432,IRON,REPUBLICAN,JOHN MCCAIN,1464
2008,WISCONSIN,3432,IRON,OTHER,OTHER,54
2008,WISCONSIN,9251,JACKSON,DEMOCRAT,BARACK OBAMA,5572
2008,WISCONSIN,9251,JACKSON,REPUBLICAN,JOHN MCCAIN,3552
2008,WISCONSIN,9251,JACKSON,OTHER,OTHER,127
2008,WISCONSIN,43166,JEFFERSON,DEMOCRAT,BARACK OBAMA,21448
2008,WISCONSIN,43166,JEFFERSON,REPUBLICAN,JOHN MCCAIN,21096
2008,WISCONSIN,43166,JEFFERSON,OTHER,OTHER,622
2008,WISCONSIN,11530,JUNEAU,DEMOCRAT,BARACK OBAMA,6186
2008,WISCONSIN,11530,JUNEAU,REPUBLICAN,JOHN MCCAIN,5148
2008,WISCONSIN,11530,JUNEAU,OTHER,OTHER,196
2008,WISCONSIN,78789,KENOSHA,DEMOCRAT,BARACK OBAMA,45836
2008,WISCONSIN,78789,KENOSHA,REPUBLICAN,JOHN MCCAIN,31609
2008,WISCONSIN,78789,KENOSHA,OTHER,OTHER,1344
2008,WISCONSIN,10787,KEWAUNEE,DEMOCRAT,BARACK OBAMA,5902
2008,WISCONSIN,10787,KEWAUNEE,REPUBLICAN,JOHN MCCAIN,4711
2008,WISCONSIN,10787,KEWAUNEE,OTHER,OTHER,174
2008,WISCONSIN,63218,LA CROSSE,DEMOCRAT,BARACK OBAMA,38524
2008,WISCONSIN,63218,LA CROSSE,REPUBLICAN,JOHN MCCAIN,23701
2008,WISCONSIN,63218,LA CROSSE,OTHER,OTHER,993
2008,WISCONSIN,7831,LAFAYETTE,DEMOCRAT,BARACK OBAMA,4732
2008,WISCONSIN,7831,LAFAYETTE,REPUBLICAN,JOHN MCCAIN,2984
2008,WISCONSIN,7831,LAFAYETTE,OTHER,OTHER,115
2008,WISCONSIN,10402,LANGLADE,DEMOCRAT,BARACK OBAMA,5182
2008,WISCONSIN,10402,LANGLADE,REPUBLICAN,JOHN MCCAIN,5081
2008,WISCONSIN,10402,LANGLADE,OTHER,OTHER,139
2008,WISCONSIN,15268,LINCOLN,DEMOCRAT,BARACK OBAMA,8424
2008,WISCONSIN,15268,LINCOLN,REPUBLICAN,JOHN MCCAIN,6519
2008,WISCONSIN,15268,LINCOLN,OTHER,OTHER,325
2008,WISCONSIN,42414,MANITOWOC,DEMOCRAT,BARACK OBAMA,22428
2008,WISCONSIN,42414,MANITOWOC,REPUBLICAN,JOHN MCCAIN,19234
2008,WISCONSIN,42414,MANITOWOC,OTHER,OTHER,752
2008,WISCONSIN,67940,MARATHON,DEMOCRAT,BARACK OBAMA,36367
2008,WISCONSIN,67940,MARATHON,REPUBLICAN,JOHN MCCAIN,30345
2008,WISCONSIN,67940,MARATHON,OTHER,OTHER,1228
2008,WISCONSIN,21255,MARINETTE,DEMOCRAT,BARACK OBAMA,11195
2008,WISCONSIN,21255,MARINETTE,REPUBLICAN,JOHN MCCAIN,9726
2008,WISCONSIN,21255,MARINETTE,OTHER,OTHER,334
2008,WISCONSIN,7846,MARQUETTE,DEMOCRAT,BARACK OBAMA,4068
2008,WISCONSIN,7846,MARQUETTE,REPUBLICAN,JOHN MCCAIN,3654
2008,WISCONSIN,7846,MARQUETTE,OTHER,OTHER,124
2008,WISCONSIN,1448,MENOMINEE,DEMOCRAT,BARACK OBAMA,1257
2008,WISCONSIN,1448,MENOMINEE,REPUBLICAN,JOHN MCCAIN,185
2008,WISCONSIN,1448,MENOMINEE,OTHER,OTHER,6
2008,WISCONSIN,475192,MILWAUKEE,DEMOCRAT,BARACK OBAMA,319819
2008,WISCONSIN,475192,MILWAUKEE,REPUBLICAN,JOHN MCCAIN,149445
2008,WISCONSIN,475192,MILWAUKEE,OTHER,OTHER,5928
2008,WISCONSIN,19152,MONROE,DEMOCRAT,BARACK OBAMA,10198
2008,WISCONSIN,19152,MONROE,REPUBLICAN,JOHN MCCAIN,8666
2008,WISCONSIN,19152,MONROE,OTHER,OTHER,288
2008,WISCONSIN,18968,OCONTO,DEMOCRAT,BARACK OBAMA,9927
2008,WISCONSIN,18968,OCONTO,REPUBLICAN,JOHN MCCAIN,8755
2008,WISCONSIN,18968,OCONTO,OTHER,OTHER,286
2008,WISCONSIN,21927,ONEIDA,DEMOCRAT,BARACK OBAMA,11907
2008,WISCONSIN,21927,ONEIDA,REPUBLICAN,JOHN MCCAIN,9630
2008,WISCONSIN,21927,ONEIDA,OTHER,OTHER,390
2008,WISCONSIN,91563,OUTAGAMIE,DEMOCRAT,BARACK OBAMA,50294
2008,WISCONSIN,91563,OUTAGAMIE,REPUBLICAN,JOHN MCCAIN,39677
2008,WISCONSIN,91563,OUTAGAMIE,OTHER,OTHER,1592
2008,WISCONSIN,53365,OZAUKEE,DEMOCRAT,BARACK OBAMA,20579
2008,WISCONSIN,53365,OZAUKEE,REPUBLICAN,JOHN MCCAIN,32172
2008,WISCONSIN,53365,OZAUKEE,OTHER,OTHER,614
2008,WISCONSIN,3771,PEPIN,DEMOCRAT,BARACK OBAMA,2102
2008,WISCONSIN,3771,PEPIN,REPUBLICAN,JOHN MCCAIN,1616
2008,WISCONSIN,3771,PEPIN,OTHER,OTHER,53
2008,WISCONSIN,22107,PIERCE,DEMOCRAT,BARACK OBAMA,11803
2008,WISCONSIN,22107,PIERCE,REPUBLICAN,JOHN MCCAIN,9812
2008,WISCONSIN,22107,PIERCE,OTHER,OTHER,492
2008,WISCONSIN,22643,POLK,DEMOCRAT,BARACK OBAMA,10876
2008,WISCONSIN,22643,POLK,REPUBLICAN,JOHN MCCAIN,11282
2008,WISCONSIN,22643,POLK,OTHER,OTHER,485
2008,WISCONSIN,39422,PORTAGE,DEMOCRAT,BARACK OBAMA,24817
2008,WISCONSIN,39422,PORTAGE,REPUBLICAN,JOHN MCCAIN,13810
2008,WISCONSIN,39422,PORTAGE,OTHER,OTHER,795
2008,WISCONSIN,8194,PRICE,DEMOCRAT,BARACK OBAMA,4559
2008,WISCONSIN,8194,PRICE,REPUBLICAN,JOHN MCCAIN,3461
2008,WISCONSIN,8194,PRICE,OTHER,OTHER,174
2008,WISCONSIN,100642,RACINE,DEMOCRAT,BARACK OBAMA,53408
2008,WISCONSIN,100642,RACINE,REPUBLICAN,JOHN MCCAIN,45954
2008,WISCONSIN,100642,RACINE,OTHER,OTHER,1280
2008,WISCONSIN,8450,RICHLAND,DEMOCRAT,BARACK OBAMA,5041
2008,WISCONSIN,8450,RICHLAND,REPUBLICAN,JOHN MCCAIN,3298
2008,WISCONSIN,8450,RICHLAND,OTHER,OTHER,111
2008,WISCONSIN,79169,ROCK,DEMOCRAT,BARACK OBAMA,50529
2008,WISCONSIN,79169,ROCK,REPUBLICAN,JOHN MCCAIN,27364
2008,WISCONSIN,79169,ROCK,OTHER,OTHER,1276
2008,WISCONSIN,7272,RUSK,DEMOCRAT,BARACK OBAMA,3855
2008,WISCONSIN,7272,RUSK,REPUBLICAN,JOHN MCCAIN,3253
2008,WISCONSIN,7272,RUSK,OTHER,OTHER,164
2008,WISCONSIN,44821,ST. CROIX,DEMOCRAT,BARACK OBAMA,21177
2008,WISCONSIN,44821,ST. CROIX,REPUBLICAN,JOHN MCCAIN,22837
2008,WISCONSIN,44821,ST. CROIX,OTHER,OTHER,807
2008,WISCONSIN,30626,SAUK,DEMOCRAT,BARACK OBAMA,18617
2008,WISCONSIN,30626,SAUK,REPUBLICAN,JOHN MCCAIN,11562
2008,WISCONSIN,30626,SAUK,OTHER,OTHER,447
2008,WISCONSIN,9085,SAWYER,DEMOCRAT,BARACK OBAMA,4765
2008,WISCONSIN,9085,SAWYER,REPUBLICAN,JOHN MCCAIN,4199
2008,WISCONSIN,9085,SAWYER,OTHER,OTHER,121
2008,WISCONSIN,20089,SHAWANO,DEMOCRAT,BARACK OBAMA,10259
2008,WISCONSIN,20089,SHAWANO,REPUBLICAN,JOHN MCCAIN,9538
2008,WISCONSIN,20089,SHAWANO,OTHER,OTHER,292
2008,WISCONSIN,62107,SHEBOYGAN,DEMOCRAT,BARACK OBAMA,30395
2008,WISCONSIN,62107,SHEBOYGAN,REPUBLICAN,JOHN MCCAIN,30801
2008,WISCONSIN,62107,SHEBOYGAN,OTHER,OTHER,911
2008,WISCONSIN,9346,TAYLOR,DEMOCRAT,BARACK OBAMA,4563
2008,WISCONSIN,9346,TAYLOR,REPUBLICAN,JOHN MCCAIN,4586
2008,WISCONSIN,9346,TAYLOR,OTHER,OTHER,197
2008,WISCONSIN,13314,TREMPEALEAU,DEMOCRAT,BARACK OBAMA,8321
2008,WISCONSIN,13314,TREMPEALEAU,REPUBLICAN,JOHN MCCAIN,4808
2008,WISCONSIN,13314,TREMPEALEAU,OTHER,OTHER,185
2008,WISCONSIN,14075,VERNON,DEMOCRAT,BARACK OBAMA,8463
2008,WISCONSIN,14075,VERNON,REPUBLICAN,JOHN MCCAIN,5367
2008,WISCONSIN,14075,VERNON,OTHER,OTHER,245
2008,WISCONSIN,13750,VILAS,DEMOCRAT,BARACK OBAMA,6491
2008,WISCONSIN,13750,VILAS,REPUBLICAN,JOHN MCCAIN,7055
2008,WISCONSIN,13750,VILAS,OTHER,OTHER,204
2008,WISCONSIN,50422,WALWORTH,DEMOCRAT,BARACK OBAMA,24177
2008,WISCONSIN,50422,WALWORTH,REPUBLICAN,JOHN MCCAIN,25485
2008,WISCONSIN,50422,WALWORTH,OTHER,OTHER,760
2008,WISCONSIN,9112,WASHBURN,DEMOCRAT,BARACK OBAMA,4693
2008,WISCONSIN,9112,WASHBURN,REPUBLICAN,JOHN MCCAIN,4303
2008,WISCONSIN,9112,WASHBURN,OTHER,OTHER,116
2008,WISCONSIN,74411,WASHINGTON,DEMOCRAT,BARACK OBAMA,25719
2008,WISCONSIN,74411,WASHINGTON,REPUBLICAN,JOHN MCCAIN,47729
2008,WISCONSIN,74411,WASHINGTON,OTHER,OTHER,963
2008,WISCONSIN,232897,WAUKESHA,DEMOCRAT,BARACK OBAMA,85339
2008,WISCONSIN,232897,WAUKESHA,REPUBLICAN,JOHN MCCAIN,145152
2008,WISCONSIN,232897,WAUKESHA,OTHER,OTHER,2406
2008,WISCONSIN,25511,WAUPACA,DEMOCRAT,BARACK OBAMA,12952
2008,WISCONSIN,25511,WAUPACA,REPUBLICAN,JOHN MCCAIN,12232
2008,WISCONSIN,25511,WAUPACA,OTHER,OTHER,327
2008,WISCONSIN,11849,WAUSHARA,DEMOCRAT,BARACK OBAMA,5868
2008,WISCONSIN,11849,WAUSHARA,REPUBLICAN,JOHN MCCAIN,5770
2008,WISCONSIN,11849,WAUSHARA,OTHER,OTHER,211
2008,WISCONSIN,87677,WINNEBAGO,DEMOCRAT,BARACK OBAMA,48167
2008,WISCONSIN,87677,WINNEBAGO,REPUBLICAN,JOHN MCCAIN,37946
2008,WISCONSIN,87677,WINNEBAGO,OTHER,OTHER,1564
2008,WISCONSIN,39052,WOOD,DEMOCRAT,BARACK OBAMA,21710
2008,WISCONSIN,39052,WOOD,REPUBLICAN,JOHN MCCAIN,16581
2008,WISCONSIN,39052,WOOD,OTHER,OTHER,761
2008,WYOMING,17201,ALBANY,DEMOCRAT,BARACK OBAMA,8644
2008,WYOMING,17201,ALBANY,REPUBLICAN,JOHN MCCAIN,7936
2008,WYOMING,17201,ALBANY,OTHER,OTHER,621
2008,WYOMING,5341,BIG HORN,DEMOCRAT,BARACK OBAMA,1108
2008,WYOMING,5341,BIG HORN,REPUBLICAN,JOHN MCCAIN,4045
2008,WYOMING,5341,BIG HORN,OTHER,OTHER,188
2008,WYOMING,16385,CAMPBELL,DEMOCRAT,BARACK OBAMA,2990
2008,WYOMING,16385,CAMPBELL,REPUBLICAN,JOHN MCCAIN,13011
2008,WYOMING,16385,CAMPBELL,OTHER,OTHER,384
2008,WYOMING,6900,CARBON,DEMOCRAT,BARACK OBAMA,2336
2008,WYOMING,6900,CARBON,REPUBLICAN,JOHN MCCAIN,4331
2008,WYOMING,6900,CARBON,OTHER,OTHER,233
2008,WYOMING,6501,CONVERSE,DEMOCRAT,BARACK OBAMA,1380
2008,WYOMING,6501,CONVERSE,REPUBLICAN,JOHN MCCAIN,4922
2008,WYOMING,6501,CONVERSE,OTHER,OTHER,199
2008,WYOMING,3706,CROOK,DEMOCRAT,BARACK OBAMA,612
2008,WYOMING,3706,CROOK,REPUBLICAN,JOHN MCCAIN,2967
2008,WYOMING,3706,CROOK,OTHER,OTHER,127
2008,WYOMING,17715,FREMONT,DEMOCRAT,BARACK OBAMA,6016
2008,WYOMING,17715,FREMONT,REPUBLICAN,JOHN MCCAIN,11083
2008,WYOMING,17715,FREMONT,OTHER,OTHER,616
2008,WYOMING,5965,GOSHEN,DEMOCRAT,BARACK OBAMA,1832
2008,WYOMING,5965,GOSHEN,REPUBLICAN,JOHN MCCAIN,3942
2008,WYOMING,5965,GOSHEN,OTHER,OTHER,191
2008,WYOMING,2564,HOT SPRINGS,DEMOCRAT,BARACK OBAMA,619
2008,WYOMING,2564,HOT SPRINGS,REPUBLICAN,JOHN MCCAIN,1834
2008,WYOMING,2564,HOT SPRINGS,OTHER,OTHER,111
2008,WYOMING,4375,JOHNSON,DEMOCRAT,BARACK OBAMA,908
2008,WYOMING,4375,JOHNSON,REPUBLICAN,JOHN MCCAIN,3334
2008,WYOMING,4375,JOHNSON,OTHER,OTHER,133
2008,WYOMING,41806,LARAMIE,DEMOCRAT,BARACK OBAMA,16072
2008,WYOMING,41806,LARAMIE,REPUBLICAN,JOHN MCCAIN,24549
2008,WYOMING,41806,LARAMIE,OTHER,OTHER,1185
2008,WYOMING,8615,LINCOLN,DEMOCRAT,BARACK OBAMA,1823
2008,WYOMING,8615,LINCOLN,REPUBLICAN,JOHN MCCAIN,6485
2008,WYOMING,8615,LINCOLN,OTHER,OTHER,307
2008,WYOMING,33473,NATRONA,DEMOCRAT,BARACK OBAMA,10475
2008,WYOMING,33473,NATRONA,REPUBLICAN,JOHN MCCAIN,21906
2008,WYOMING,33473,NATRONA,OTHER,OTHER,1092
2008,WYOMING,1304,NIOBRARA,DEMOCRAT,BARACK OBAMA,244
